CustomerID,FirstName,LastName,Email,Age,Gender,Country,City,Segment,RegistrationDate,TenureDays,IsActive,TotalOrders,TotalRevenue,TotalNetRevenue,AvgOrderValue,MaxOrderValue,TotalQuantity,UniqueCategories,FirstPurchaseDate,LastPurchaseDate,DaysSinceLastPurchase,OrderFrequencyPerMonth,CLV,TotalTransactions,TotalTransactionAmount,AvgTransactionAmount,RevenueTier,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment,IsChurned,ChurnProbability,ChurnPrediction,ChurnRiskBand,ETLTimestamp,RevenuePerDay,IsHighValue,IsNewCustomer,ExportDate
CUST00198,Karen,Wilson,karen.wilson197@example.com,61,Female,Australia,City_27,Startup,2023-02-16 18:01:38,683,True,1.0,2417.63,2404.32,2417.63,2417.63,18.0,1.0,2024-12-12 23:24:45,2024-12-12 23:24:45,17.0,1.79,155723.81,4.0,3555.22,888.8,High,5,1,1,7,New Customer,0,0.02,0,Low,2026-05-07 22:22:23.740018,3.54,0,0,2026-05-07
CUST00199,Aiden,Johnson,aiden.johnson198@example.com,61,Non-binary,Germany,City_13,SMB,2024-03-30 17:06:16,275,True,4.0,16742.54,16720.85,4185.64,10699.88,47.0,2.0,2024-01-04 01:19:02,2024-07-19 10:38:57,164.0,0.34,50784.16,15.0,12814.65,854.31,VIP,2,3,4,9,At Risk,1,0.96,1,High,2026-05-07 22:22:23.740018,60.88,0,0,2026-05-07
CUST00200,Sophia,Brown,sophia.brown199@example.com,37,Male,France,City_42,Startup,2024-07-31 07:27:37,152,True,6.0,24183.68,24127.26,4030.61,10171.37,83.0,5.0,2024-04-13 11:22:04,2024-12-14 03:37:09,16.0,0.7,101460.27,11.0,12814.38,1164.94,VIP,5,5,5,15,Champion,0,0.01,0,Low,2026-05-07 22:22:23.740018,159.1,1,0,2026-05-07
CUST00201,Richard,Perez,richard.perez200@example.com,47,Prefer not to say,Belgium,City_34,Individual,2023-10-20 07:43:32,437,True,3.0,14948.99,14904.08,4983.0,6150.51,55.0,3.0,2024-04-12 06:58:54,2024-12-14 17:27:43,16.0,0.35,62477.65,12.0,13884.16,1157.01,VIP,5,2,4,11,New Customer,0,0.02,0,Low,2026-05-07 22:22:23.740018,34.21,0,0,2026-05-07
CUST00202,Robert,Thomas,robert.thomas201@example.com,28,Non-binary,United Kingdom,City_16,Startup,2022-11-26 00:24:33,765,True,4.0,14690.17,14651.19,3672.54,7244.53,67.0,4.0,2024-05-25 01:48:56,2024-08-25 11:38:18,127.0,0.56,73450.85,12.0,14102.07,1175.17,VIP,3,3,4,10,Loyal,1,0.89,1,High,2026-05-07 22:22:23.740018,19.2,0,0,2026-05-07
CUST00203,Jessica,Rodriguez,jessica.rodriguez202@example.com,72,Male,Italy,City_41,Startup,2024-04-17 18:24:55,257,False,4.0,15982.36,15910.77,3995.59,7502.98,56.0,4.0,2024-09-10 07:23:45,2024-10-12 12:16:54,79.0,1.1,157663.82,6.0,5862.82,977.14,VIP,3,3,4,10,Loyal,0,0.03,0,Low,2026-05-07 22:22:23.740018,62.19,0,0,2026-05-07
CUST00204,Michael,Wilson,michael.wilson203@example.com,45,Female,France,City_35,Startup,2022-11-09 11:27:18,782,False,4.0,15604.69,15551.03,3901.17,8025.54,73.0,3.0,2024-02-08 10:30:43,2024-09-23 17:55:43,98.0,0.37,52414.53,10.0,7789.25,778.92,VIP,3,3,4,10,Loyal,1,0.87,1,High,2026-05-07 22:22:23.740018,19.95,0,0,2026-05-07
CUST00205,Karen,Jones,karen.jones204@example.com,42,Male,France,City_2,Startup,2023-04-30 05:37:32,610,True,1.0,6449.46,6427.47,6449.46,6449.46,24.0,1.0,2024-02-19 13:19:18,2024-02-19 13:19:18,315.0,0.1,22419.55,5.0,3143.78,628.76,High,1,1,2,4,Lost,1,1.0,1,High,2026-05-07 22:22:23.740018,10.57,0,0,2026-05-07
CUST00206,Linda,Wilson,linda.wilson205@example.com,56,Non-binary,Spain,City_25,Individual,2023-09-12 19:30:39,475,True,4.0,9885.16,9808.58,2471.29,4529.29,55.0,3.0,2024-04-18 14:20:10,2024-09-26 22:12:55,94.0,0.48,42282.23,7.0,5742.65,820.38,High,3,3,3,9,Potential Loyal,1,0.93,1,High,2026-05-07 22:22:23.740018,20.81,0,0,2026-05-07
CUST00207,John,Wilson,john.wilson206@example.com,50,Prefer not to say,France,City_46,Enterprise,2024-11-09 10:18:17,51,True,2.0,775.86,754.5,387.93,567.7,4.0,2.0,2024-06-22 06:47:00,2024-11-25 04:32:49,35.0,0.32,4447.99,8.0,9136.44,1142.06,Medium,4,1,1,6,New Customer,0,0.07,0,Low,2026-05-07 22:22:23.740018,15.21,0,0,2026-05-07
CUST00208,Noah,Anderson,noah.anderson207@example.com,18,Male,Netherlands,City_23,Individual,2024-10-06 13:12:36,85,False,2.0,13411.71,13389.8,6705.86,10824.38,48.0,1.0,2024-02-15 21:35:01,2024-05-28 04:26:38,216.0,0.19,46181.83,9.0,8130.54,903.39,VIP,2,1,3,6,Need Attention,1,0.96,1,High,2026-05-07 22:22:23.740018,157.78,0,0,2026-05-07
CUST00209,Benjamin,Perez,benjamin.perez208@example.com,74,Male,Spain,City_31,Enterprise,2023-08-04 02:07:31,514,True,3.0,9348.16,9304.5,3116.05,4576.73,48.0,3.0,2024-02-13 19:47:45,2024-11-02 12:58:17,58.0,0.28,31888.58,11.0,11676.07,1061.46,High,4,2,3,9,New Customer,0,0.09,0,Low,2026-05-07 22:22:23.740018,18.19,0,0,2026-05-07
CUST00210,Mia,Martinez,mia.martinez209@example.com,44,Female,Belgium,City_35,Enterprise,2023-11-12 13:33:17,414,True,2.0,2751.77,2749.25,1375.88,1510.78,17.0,2.0,2024-09-05 02:06:12,2024-09-05 21:39:27,115.0,0.52,25975.76,9.0,10569.03,1174.34,High,3,1,1,5,Promising,1,0.94,1,High,2026-05-07 22:22:23.740018,6.65,0,0,2026-05-07
CUST00211,Emma,Smith,emma.smith210@example.com,74,Female,Sweden,City_32,Individual,2024-03-15 00:37:33,290,False,3.0,15572.34,15546.25,5190.78,8793.2,48.0,3.0,2024-04-02 22:00:23,2024-08-12 17:55:04,140.0,0.34,62921.45,9.0,5711.07,634.56,VIP,2,2,4,8,Need Attention,1,0.97,1,High,2026-05-07 22:22:23.740018,53.7,0,0,2026-05-07
CUST00212,Robert,Moore,robert.moore211@example.com,69,Prefer not to say,France,City_23,SMB,2023-12-03 08:37:24,393,False,6.0,34545.11,34435.84,5757.52,11257.33,129.0,4.0,2022-03-12 16:04:18,2024-03-26 00:13:42,279.0,0.18,36940.33,25.0,25782.63,1031.31,VIP,1,5,5,11,At Risk,1,0.99,1,High,2026-05-07 22:22:23.740018,87.9,1,0,2026-05-07
CUST00213,Logan,Martinez,logan.martinez212@example.com,30,Female,United States,City_37,Enterprise,2022-07-07 23:21:48,906,False,6.0,14522.89,14444.48,2420.48,7841.12,63.0,4.0,2024-03-08 22:07:15,2024-11-30 01:12:17,30.0,0.62,53724.88,10.0,11940.42,1194.04,VIP,5,5,4,14,Champion,0,0.03,0,Low,2026-05-07 22:22:23.740018,16.03,0,0,2026-05-07
CUST00214,Olivia,Rodriguez,olivia.rodriguez213@example.com,58,Non-binary,Italy,City_33,Individual,2023-01-21 02:35:28,709,True,6.0,11953.12,11872.57,1992.19,4378.92,59.0,3.0,2024-01-18 04:11:57,2024-12-11 07:23:27,19.0,0.53,37719.5,21.0,26123.64,1243.98,VIP,5,5,3,13,Potential Loyal,0,0.02,0,Low,2026-05-07 22:22:23.740018,16.86,0,0,2026-05-07
CUST00215,James,Taylor,james.taylor214@example.com,20,Non-binary,Belgium,Unknown,Startup,2022-12-16 01:19:26,745,True,3.0,6098.69,6073.5,2032.9,2693.19,43.0,2.0,2024-04-29 15:20:52,2024-09-29 03:06:54,92.0,0.37,27257.41,9.0,11655.55,1295.06,High,3,2,2,7,Promising,1,0.66,1,Medium,2026-05-07 22:22:23.740018,8.19,0,0,2026-05-07
CUST00216,Lucas,Lopez,lucas.lopez215@example.com,56,Male,Belgium,City_25,Individual,2022-04-10 11:03:30,995,True,1.0,663.98,655.02,663.98,663.98,28.0,1.0,2024-05-01 00:06:18,2024-05-01 00:06:18,243.0,0.13,2992.01,6.0,6370.11,1061.69,Medium,2,1,1,4,Lost,1,0.98,1,High,2026-05-07 22:22:23.740018,0.67,0,0,2026-05-07
CUST00217,Harper,Davis,harper.davis216@example.com,23,Female,Sweden,City_18,Enterprise,2023-06-10 04:44:36,569,False,5.0,17784.25,17716.27,3556.85,7278.0,79.0,4.0,2024-05-21 20:32:28,2024-11-10 23:00:55,49.0,0.69,87719.61,6.0,5565.26,927.54,VIP,4,4,4,12,Champion,0,0.01,0,Low,2026-05-07 22:22:23.740018,31.26,1,0,2026-05-07
CUST00218,Michael,Johnson,michael.johnson217@example.com,25,Female,Germany,City_12,SMB,2022-02-02 16:12:50,1062,False,7.0,36572.09,36520.87,5224.58,9282.88,112.0,4.0,2024-03-22 18:18:17,2024-10-09 23:05:44,81.0,0.75,141506.85,20.0,27414.7,1370.74,VIP,3,5,5,13,Loyal,0,0.04,0,Low,2026-05-07 22:22:23.740018,34.44,1,0,2026-05-07
CUST00219,Mia,Rodriguez,mia.rodriguez218@example.com,44,Male,Germany,City_2,SMB,2024-07-02 21:44:19,180,True,4.0,3971.06,3934.76,992.77,2129.44,27.0,4.0,2024-03-22 10:54:38,2024-08-24 10:50:34,128.0,0.43,15365.06,10.0,8803.42,880.34,High,3,3,1,7,Need Attention,1,0.97,1,High,2026-05-07 22:22:23.740018,22.06,0,0,2026-05-07
CUST00220,Emma,Smith,emma.smith219@example.com,26,Prefer not to say,Belgium,City_21,SMB,2024-05-10 11:41:28,234,True,3.0,10386.09,10347.68,3462.03,7769.78,52.0,3.0,2024-05-14 00:57:58,2024-10-12 21:41:03,78.0,0.4,49446.82,13.0,14837.18,1141.32,VIP,3,2,3,8,Potential Loyal,0,0.01,0,Low,2026-05-07 22:22:23.740018,44.38,0,0,2026-05-07
CUST00221,Amelia,Thompson,amelia.thompson220@example.com,46,Female,Australia,City_39,Startup,2022-12-24 11:17:56,737,True,3.0,1097.43,1048.66,365.81,658.53,41.0,3.0,2024-02-22 05:31:16,2024-11-28 13:38:46,32.0,0.29,3851.56,8.0,5339.09,667.39,Medium,5,2,1,8,New Customer,0,0.08,0,Low,2026-05-07 22:22:23.740018,1.49,0,0,2026-05-07
CUST00222,Barbara,Thomas,barbara.thomas221@example.com,50,Female,Italy,City_15,Individual,2024-07-03 02:38:15,180,False,2.0,13185.13,13157.03,6592.56,7386.91,48.0,2.0,2024-04-22 12:58:24,2024-09-29 17:10:56,92.0,0.24,57292.53,1.0,814.02,814.02,VIP,3,1,3,7,Need Attention,1,0.95,1,High,2026-05-07 22:22:23.740018,73.25,0,0,2026-05-07
CUST00223,Mia,Lee,mia.lee222@example.com,68,Prefer not to say,Netherlands,Unknown,Individual,2022-12-09 02:17:57,752,False,8.0,38770.7,38663.5,4846.34,12381.55,114.0,5.0,2024-01-24 20:55:34,2024-10-27 12:34:22,64.0,0.72,124864.46,18.0,15064.14,836.9,VIP,4,5,5,14,Champion,0,0.02,0,Low,2026-05-07 22:22:23.740018,51.56,1,0,2026-05-07
CUST00224,Elizabeth,Johnson,elizabeth.johnson223@example.com,59,Female,Sweden,City_50,SMB,2022-01-12 04:05:38,1083,True,4.0,5135.86,5100.32,1283.96,3535.74,23.0,4.0,2024-02-22 17:31:18,2024-11-23 00:50:41,37.0,0.39,18024.89,10.0,13406.95,1340.7,High,4,3,2,9,Need Attention,0,0.04,0,Low,2026-05-07 22:22:23.740018,4.74,0,0,2026-05-07
CUST00225,Evelyn,Lopez,evelyn.lopez224@example.com,61,Non-binary,Sweden,City_18,Startup,2022-04-21 06:48:50,984,True,3.0,17381.83,17362.93,5793.94,6674.81,69.0,2.0,2024-07-21 23:33:59,2024-10-12 13:43:05,79.0,0.57,118218.04,14.0,12419.8,887.13,VIP,3,2,4,9,Potential Loyal,0,0.01,0,Low,2026-05-07 22:22:23.740018,17.66,1,0,2026-05-07
CUST00226,Sarah,Taylor,sarah.taylor225@example.com,41,Non-binary,Netherlands,City_4,SMB,2024-09-07 09:13:25,114,True,5.0,14499.96,14440.58,2899.99,7499.08,78.0,4.0,2024-01-27 22:50:26,2024-10-08 22:48:07,82.0,0.45,47114.11,19.0,19379.75,1019.99,VIP,3,4,4,11,Loyal,0,0.05,0,Low,2026-05-07 22:22:23.740018,127.19,0,0,2026-05-07
CUST00227,Benjamin,Brown,benjamin.brown226@example.com,32,Prefer not to say,United States,City_31,Enterprise,2022-04-02 10:58:23,1003,False,2.0,3889.56,3872.8,1944.78,3339.58,25.0,2.0,2022-07-16 08:58:12,2024-02-25 21:11:34,308.0,0.07,4742.84,1.0,1042.52,1042.52,High,1,1,1,3,Lost,1,0.98,1,High,2026-05-07 22:22:23.740018,3.88,0,0,2026-05-07
CUST00228,Ethan,Rodriguez,ethan.rodriguez227@example.com,71,Prefer not to say,United Kingdom,City_34,Individual,2022-12-22 15:34:06,739,False,3.0,11274.65,11218.0,3758.22,6495.52,61.0,3.0,2024-02-22 11:21:43,2024-07-15 12:12:44,168.0,0.29,39569.69,11.0,12200.46,1109.13,VIP,2,2,3,7,Need Attention,1,0.99,1,High,2026-05-07 22:22:23.740018,15.26,0,0,2026-05-07
CUST00229,Amelia,Clark,amelia.clark228@example.com,49,Non-binary,Germany,City_23,Startup,2022-04-15 16:51:58,990,False,4.0,13729.55,13680.29,3432.39,5915.59,67.0,3.0,2024-03-16 23:44:42,2024-12-11 11:58:31,19.0,0.42,52200.89,16.0,17602.36,1100.15,VIP,5,3,4,12,Loyal,0,0.03,0,Low,2026-05-07 22:22:23.740018,13.87,0,0,2026-05-07
CUST00230,Mia,King,mia.king229@example.com,49,Non-binary,Sweden,City_50,SMB,2022-02-18 19:09:35,1046,True,1.0,10268.69,10245.92,10268.69,10268.69,25.0,1.0,2024-06-03 05:09:08,2024-06-03 05:09:08,210.0,0.14,53543.88,3.0,3148.86,1049.62,VIP,2,1,3,6,Need Attention,1,0.96,1,High,2026-05-07 22:22:23.740018,9.82,0,0,2026-05-07
CUST00231,Sarah,Davis,sarah.davis230@example.com,41,Non-binary,Netherlands,City_38,Startup,2023-05-29 07:16:01,581,True,2.0,9075.46,9054.57,4537.73,5719.63,22.0,1.0,2024-03-10 20:41:20,2024-10-16 04:06:42,75.0,0.21,33801.46,4.0,3665.26,916.32,High,3,1,2,6,Promising,0,0.07,0,Low,2026-05-07 22:22:23.740018,15.62,0,0,2026-05-07
CUST00232,Liam,Jones,liam.jones231@example.com,58,Non-binary,Germany,City_15,Enterprise,2022-04-21 01:45:12,984,True,1.0,1866.99,1844.75,1866.99,1866.99,8.0,1.0,2024-07-25 07:39:47,2024-07-25 07:39:47,158.0,0.19,12938.95,3.0,3908.3,1302.77,Medium,2,1,1,4,Lost,1,0.98,1,High,2026-05-07 22:22:23.740018,1.9,0,0,2026-05-07
CUST00233,Jessica,Walker,jessica.walker232@example.com,46,Prefer not to say,Australia,City_11,Enterprise,2024-03-09 17:07:46,296,True,9.0,26933.41,26792.99,2992.6,7483.08,141.0,5.0,2024-06-08 06:53:16,2024-11-17 06:35:53,43.0,1.34,143863.82,21.0,21886.99,1042.24,VIP,4,5,5,14,Champion,0,0.0,0,Low,2026-05-07 22:22:23.740018,90.99,1,0,2026-05-07
CUST00234,Jennifer,Lewis,jennifer.lewis233@example.com,66,Prefer not to say,Belgium,City_7,Individual,2023-01-05 17:27:21,725,False,3.0,14153.08,14124.61,4717.69,11976.47,42.0,2.0,2024-09-02 01:47:21,2024-12-13 00:47:32,17.0,0.77,130232.12,10.0,10204.8,1020.48,VIP,5,2,4,11,New Customer,0,0.02,0,Low,2026-05-07 22:22:23.740018,19.52,0,0,2026-05-07
CUST00235,Sarah,White,sarah.white234@example.com,66,Male,Spain,City_16,Startup,2023-03-09 14:23:05,662,False,3.0,17594.37,17549.84,5864.79,10145.05,51.0,3.0,2022-05-14 04:34:10,2023-04-18 09:00:40,622.0,0.1,20047.7,15.0,15979.21,1065.28,VIP,1,2,4,7,Need Attention,1,0.98,1,High,2026-05-07 22:22:23.740018,26.58,1,0,2026-05-07
CUST00236,Mason,Allen,mason.allen235@example.com,69,Prefer not to say,Belgium,City_43,SMB,2024-11-05 05:17:57,55,False,6.0,17927.19,17852.73,2987.86,6738.67,76.0,5.0,2022-02-07 22:12:00,2023-10-19 06:56:11,438.0,0.17,18589.27,13.0,17057.91,1312.15,VIP,1,5,4,10,At Risk,1,0.98,1,High,2026-05-07 22:22:23.740018,325.95,1,0,2026-05-07
CUST00237,Jessica,Miller,jessica.miller236@example.com,29,Non-binary,Spain,City_16,SMB,2024-01-25 01:33:51,340,False,4.0,7510.63,7438.78,1877.66,3121.11,56.0,4.0,2024-04-18 10:03:40,2024-12-07 02:30:36,23.0,0.48,32125.55,7.0,8672.19,1238.88,High,5,3,2,10,Need Attention,0,0.02,0,Low,2026-05-07 22:22:23.740018,22.09,0,0,2026-05-07
CUST00238,Amelia,Lewis,amelia.lewis237@example.com,46,Female,Sweden,City_18,SMB,2022-11-29 19:19:37,762,True,3.0,19211.9,19202.84,6403.97,9756.22,52.0,3.0,2024-02-27 13:00:14,2024-11-18 07:10:05,42.0,0.3,68524.53,6.0,5565.37,927.56,VIP,4,2,5,11,New Customer,0,0.02,0,Low,2026-05-07 22:22:23.740018,25.21,1,0,2026-05-07
CUST00239,Aiden,Allen,aiden.allen238@example.com,19,Non-binary,Italy,City_35,Individual,2024-04-17 16:05:53,257,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,9999.0,0.0,0.0,2.0,2545.36,1272.68,No Revenue,1,1,1,3,Lost,1,1.0,1,High,2026-05-07 22:22:23.740018,0.0,0,0,2026-05-07
CUST00240,Olivia,Anderson,olivia.anderson239@example.com,20,Non-binary,Netherlands,City_48,Enterprise,2022-07-25 12:56:35,889,False,5.0,19955.59,19902.73,3991.12,9842.22,80.0,4.0,2024-02-20 22:29:11,2024-11-07 02:02:49,53.0,0.49,69812.69,16.0,21106.49,1319.16,VIP,4,4,5,13,Champion,0,0.01,0,Low,2026-05-07 22:22:23.740018,22.45,1,0,2026-05-07
CUST00241,Mary,Williams,mary.williams240@example.com,66,Prefer not to say,Italy,City_4,SMB,2024-06-06 02:01:46,207,False,4.0,13123.18,13106.1,3280.79,8544.97,80.0,3.0,2024-03-11 12:40:10,2024-05-13 12:53:23,231.0,0.41,48877.15,7.0,6822.43,974.63,VIP,2,3,3,8,At Risk,1,0.92,1,High,2026-05-07 22:22:23.740018,63.4,0,0,2026-05-07
CUST00242,Harper,King,harper.king241@example.com,54,Male,Netherlands,City_49,Individual,2024-06-14 02:43:38,199,True,6.0,25977.78,25915.53,4329.63,9983.58,133.0,5.0,2024-01-08 14:56:38,2024-10-13 04:47:49,78.0,0.51,79679.75,15.0,8907.32,593.82,VIP,3,5,5,13,Loyal,0,0.02,0,Low,2026-05-07 22:22:23.740018,130.54,1,0,2026-05-07
CUST00243,Liam,Martin,liam.martin242@example.com,66,Female,Australia,City_15,Individual,2024-01-05 06:27:11,360,True,7.0,40068.43,39992.95,5724.06,10402.45,153.0,4.0,2024-04-11 23:50:37,2024-11-08 21:22:24,51.0,0.81,167461.57,23.0,18655.78,811.12,VIP,4,5,5,14,Champion,0,0.01,0,Low,2026-05-07 22:22:23.740018,111.3,1,0,2026-05-07
CUST00244,Elizabeth,Robinson,elizabeth.robinson243@example.com,73,Female,United States,City_37,Individual,2023-01-13 11:35:37,717,True,4.0,22107.68,22031.0,5526.92,8927.21,80.0,4.0,2022-03-18 14:27:03,2024-05-23 10:24:03,221.0,0.12,23779.87,17.0,18657.54,1097.5,VIP,2,3,5,10,At Risk,1,1.0,1,High,2026-05-07 22:22:23.740018,30.83,1,0,2026-05-07
CUST00245,Harper,Johnson,harper.johnson244@example.com,34,Male,France,City_25,Individual,2024-01-05 17:42:33,360,False,3.0,5376.83,5358.2,1792.28,3980.25,44.0,3.0,2024-06-27 17:01:48,2024-12-05 05:39:52,25.0,0.49,31653.92,7.0,5185.55,740.79,High,5,2,2,9,New Customer,0,0.02,0,Low,2026-05-07 22:22:23.740018,14.94,0,0,2026-05-07
CUST00246,Susan,Brown,susan.brown245@example.com,66,Non-binary,United States,City_23,Individual,2023-09-25 08:17:43,462,True,1.0,4698.05,4673.08,4698.05,4698.05,14.0,1.0,2024-12-21 19:15:30,2024-12-21 19:15:30,9.0,3.38,571596.08,3.0,3179.11,1059.7,High,5,1,1,7,New Customer,0,0.02,0,Low,2026-05-07 22:22:23.740018,10.17,0,0,2026-05-07
CUST00247,Noah,Walker,noah.walker246@example.com,19,Prefer not to say,Sweden,City_12,Individual,2022-10-23 18:59:46,799,True,4.0,9160.43,9122.94,2290.11,4633.57,70.0,3.0,2022-05-05 08:58:08,2024-05-28 14:08:56,216.0,0.13,10340.9,13.0,13208.25,1016.02,High,2,3,2,7,Need Attention,1,1.0,1,High,2026-05-07 22:22:23.740018,11.46,0,0,2026-05-07
CUST00248,Thomas,Sanchez,thomas.sanchez247@example.com,19,Non-binary,Netherlands,City_12,Enterprise,2022-05-27 12:43:14,948,True,2.0,14150.41,14124.49,7075.2,12909.58,47.0,1.0,2023-07-27 13:36:22,2023-08-01 17:31:23,517.0,0.12,29683.33,6.0,5908.26,984.71,VIP,1,1,4,6,Need Attention,1,1.0,1,High,2026-05-07 22:22:23.740018,14.93,0,0,2026-05-07
CUST00249,Olivia,Ramirez,olivia.ramirez248@example.com,45,Female,United Kingdom,City_16,Enterprise,2022-05-31 13:50:33,944,True,9.0,23841.75,23708.31,2649.08,7673.89,144.0,5.0,2024-01-22 02:28:46,2024-10-30 18:56:49,61.0,0.8,76112.88,34.0,36131.32,1062.69,VIP,4,5,5,14,Champion,0,0.01,0,Low,2026-05-07 22:22:23.740018,25.26,1,0,2026-05-07
CUST00250,Sarah,Miller,sarah.miller249@example.com,71,Female,United Kingdom,City_38,SMB,2024-10-20 16:39:27,71,True,5.0,18018.37,17963.13,3603.67,6223.91,102.0,5.0,2024-02-02 22:58:32,2024-09-12 12:19:16,109.0,0.46,59607.6,7.0,5046.04,720.86,VIP,3,4,4,11,Loyal,1,0.98,1,High,2026-05-07 22:22:23.740018,253.78,1,0,2026-05-07
CUST00251,Sarah,Young,sarah.young250@example.com,40,Non-binary,Germany,City_21,Startup,2023-11-01 14:45:10,425,True,4.0,12496.48,12463.26,3124.12,5894.21,52.0,2.0,2024-02-08 20:35:45,2024-09-10 22:09:05,110.0,0.37,42103.52,9.0,10568.08,1174.23,VIP,3,3,3,9,Potential Loyal,1,0.97,1,High,2026-05-07 22:22:23.740018,29.4,0,0,2026-05-07
CUST00252,Abigail,Lewis,abigail.lewis251@example.com,54,Female,Sweden,City_48,Enterprise,2023-07-05 09:10:14,544,True,8.0,31933.24,31837.91,3991.66,11178.83,135.0,4.0,2024-03-12 00:29:21,2024-12-26 15:03:05,4.0,0.83,119340.95,30.0,34165.74,1138.86,VIP,5,5,5,15,Champion,0,0.01,0,Low,2026-05-07 22:22:23.740018,58.7,1,0,2026-05-07
CUST00253,James,Jones,james.jones252@example.com,49,Prefer not to say,United Kingdom,City_45,Startup,2023-10-21 00:09:20,436,True,3.0,4575.35,4521.78,1525.12,3743.57,32.0,2.0,2022-04-14 15:40:54,2023-01-05 12:44:52,725.0,0.09,5055.51,4.0,4844.11,1211.03,High,1,2,1,4,Lost,1,1.0,1,High,2026-05-07 22:22:23.740018,10.49,0,0,2026-05-07
CUST00254,Evelyn,Garcia,evelyn.garcia253@example.com,50,Female,Germany,City_23,SMB,2023-10-01 15:00:13,456,True,4.0,12167.65,12126.17,3041.91,6546.8,74.0,4.0,2024-04-03 09:43:46,2024-10-13 06:04:04,78.0,0.45,49164.49,11.0,11053.2,1004.84,VIP,3,3,3,9,Potential Loyal,0,0.02,0,Low,2026-05-07 22:22:23.740018,26.68,0,0,2026-05-07
CUST00255,Richard,Lee,richard.lee254@example.com,18,Prefer not to say,France,City_38,Enterprise,2023-12-27 11:56:29,369,True,6.0,19704.89,19627.08,3284.15,9346.11,83.0,5.0,2024-02-27 19:25:20,2024-11-28 05:00:32,32.0,0.59,70282.91,14.0,13089.39,934.96,VIP,5,5,5,15,Champion,0,0.01,0,Low,2026-05-07 22:22:23.740018,53.4,1,0,2026-05-07
CUST00256,Jennifer,Martinez,jennifer.martinez255@example.com,36,Non-binary,Sweden,City_2,Enterprise,2022-03-26 03:38:53,1010,False,5.0,12830.29,12749.96,2566.06,4005.5,79.0,5.0,2022-05-17 17:40:04,2024-04-24 07:11:30,250.0,0.16,14665.1,11.0,13000.32,1181.85,VIP,2,4,3,9,At Risk,1,1.0,1,High,2026-05-07 22:22:23.740018,12.7,0,0,2026-05-07
CUST00257,Jessica,Jones,jessica.jones256@example.com,19,Non-binary,Sweden,City_46,SMB,2024-11-12 00:50:59,48,True,3.0,13876.44,13829.41,4625.48,8715.49,61.0,3.0,2024-02-13 22:50:08,2024-10-30 05:36:12,61.0,0.29,47483.44,6.0,5683.2,947.2,VIP,4,2,4,10,New Customer,0,0.02,0,Low,2026-05-07 22:22:23.740018,289.09,0,0,2026-05-07
CUST00258,Lucas,Rodriguez,lucas.rodriguez257@example.com,70,Prefer not to say,United Kingdom,City_45,SMB,2024-10-12 02:35:10,79,True,2.0,5593.0,5567.9,2796.5,4811.01,15.0,2.0,2022-01-26 06:32:27,2022-02-19 15:55:41,1045.0,0.06,5729.03,11.0,10175.5,925.05,High,1,1,2,4,Lost,1,1.0,1,High,2026-05-07 22:22:23.740018,70.8,0,0,2026-05-07
CUST00259,Harper,Moore,harper.moore258@example.com,61,Prefer not to say,Belgium,City_23,Startup,2024-09-30 19:19:38,91,False,4.0,5801.93,5733.48,1450.48,2598.21,56.0,2.0,2024-01-14 01:21:58,2024-11-26 14:39:40,34.0,0.35,18100.04,9.0,8250.62,916.74,High,4,3,2,9,Need Attention,0,0.04,0,Low,2026-05-07 22:22:23.740018,63.76,0,0,2026-05-07
CUST00260,Abigail,Lee,abigail.lee259@example.com,43,Prefer not to say,Spain,City_37,Startup,2022-06-02 21:17:03,941,True,2.0,6525.75,6501.44,3262.88,4824.21,38.0,2.0,2022-04-14 02:20:59,2022-12-07 15:12:24,754.0,0.06,7210.59,7.0,6182.5,883.21,High,1,1,2,4,Lost,1,1.0,1,High,2026-05-07 22:22:23.740018,6.93,0,0,2026-05-07
CUST00261,Jessica,Harris,jessica.harris260@example.com,49,Female,France,City_37,SMB,2022-04-05 03:48:15,1000,True,2.0,3452.64,3417.55,1726.32,2494.88,20.0,2.0,2024-10-02 14:46:44,2024-11-15 10:55:28,45.0,0.68,42479.11,3.0,2683.52,894.51,High,4,1,1,6,New Customer,0,0.03,0,Low,2026-05-07 22:22:23.740018,3.45,0,0,2026-05-07
CUST00262,Ethan,King,ethan.king261@example.com,23,Non-binary,Italy,City_10,Enterprise,2023-09-18 10:48:33,469,True,3.0,16028.92,15981.88,5342.97,8349.61,56.0,3.0,2024-01-22 18:24:05,2024-07-08 07:46:15,175.0,0.27,51171.04,6.0,7594.35,1265.73,VIP,2,2,4,8,Need Attention,1,0.95,1,High,2026-05-07 22:22:23.740018,34.18,0,0,2026-05-07
CUST00263,Harper,Jackson,harper.jackson262@example.com,49,Female,France,City_37,Individual,2023-06-12 02:07:04,567,True,1.0,2963.55,2951.99,2963.55,2963.55,24.0,1.0,2023-06-15 21:10:16,2023-06-15 21:10:16,563.0,0.05,5763.92,0.0,0.0,0.0,High,1,1,1,3,Lost,1,1.0,1,High,2026-05-07 22:22:23.740018,5.23,0,0,2026-05-07
